Title,Location,Type,Price,Area,Bedrooms,Bathrooms,Purpose,Date Posted,Built Year,Kitchens,Store Rooms,Servant Quarters,Furnished,Gym,Study Room,Drawing Room,Dining Room,Lawn/Garden,Swimming Pool,Electricity Backup,Lounge/Sitting Room,Link
2 Kanal Brand New Full Basement Fully Furnished With Swimming Pool And Home Theater Lift Gym For Sale In Phase 6 Near DHA RAYA,"DHA Phase 6 - Block L, DHA Phase 6, DHA Defence, Lahore, Punjab",House,48 Crore,2 Kanal,7,7,For Sale,2025-07-30,2025.0,4,3,3,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_2_kanal_brand_new_full_basement_fully_furnished_with_swimming_pool_and_home_theater_lift_gym_for_sale_in_phase_6_near_dha_raya-52306398-1620-1.html
4 Marla Double Storey House For Sale In Pcsir Staff College Road Lahore,"PCSIR Staff Colony, Lahore, Punjab",House,1.8 Crore,4 Marla,3,3,For Sale,2025-07-28,2025.0,0,0,0,False,False,False,False,False,False,False,False,False,https://www.zameen.com/Property/lahore_pcsir_staff_colony_4_marla_double_storey_house_for_sale_in_pcsir_staff_college_road_lahore-52710577-4573-1.html
"1 kanal Single Storey For Sale 3bad Room TV Lounge Kitchen With Drawing Room Garage Elc, Water Gas Available Total Marble Floors","UET Housing Society, Lahore, Punjab",House,3.45 Crore,1 Kanal,3,3,For Sale,,2024.0,2,1,2,False,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/lahore_uet_housing_society_1_kanal_single_storey_for_sale_3bad_room_tv_lounge_kitchen_with_drawing_room_garage_elc_water_gas_available_total_marble_floors-52781537-615-1.html
5 MARLA ULTRA MODERN DESIGN HOUSE IN AL-KABIR TOWN PHASE 2,"Al-Kabir Town - Phase 2, Al-Kabir Town, Raiwind Road, Lahore, Punjab",House,1.12 Crore,5 Marla,3,3,For Sale,2025-07-29,2025.0,2,1,1,True,True,True,True,True,False,False,True,True,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_5_marla_ultra_modern_design_house_in_al-kabir_town_phase_2-52696759-11704-1.html
3 Marla Brand New Double Story House For Sale In Al Rehman Garden Phase 2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,1.15 Crore,3 Marla,3,4,For Sale,,,2,0,1,False,False,False,False,False,False,False,True,False,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_3_marla_brand_new_double_story_house_for_sale_in_al_rehman_garden_phase_2-52745458-4506-1.html
Al Rehman Garden Ph 2 5 Marla Use House Available For Sale,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,1.5 Crore,5 Marla,5,5,For Sale,,,1,1,1,False,False,False,True,True,False,False,True,False,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_al_rehman_garden_ph_2_5_marla_use_house_available_for_sale-52450382-4506-1.html
4 Marla Modren House For Sale On K Block Al Rehman Garden Phase 2,"Al Rehman Phase 2 - Block K, Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,1.5 Crore,4 Marla,4,4,For Sale,,2025.0,2,0,0,True,True,True,True,True,True,True,False,True,https://www.zameen.com/Property/al_rehman_garden_phase_2_al_rehman_phase_2_-_block_k_4_marla_modren_house_for_sale_on_k_block_al_rehman_garden_phase_2-52763016-12997-1.html
7 Marla Brand New House For Sale In Al Rehman Garden Phase 2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,2.85 Crore,7 Marla,5,6,For Sale,,,2,0,1,False,False,False,True,True,False,False,True,False,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_7_marla_brand_new_house_for_sale_in_al_rehman_garden_phase_2-52778873-4506-1.html
5 Marla Brand New Double Story House For Sale In Al Rehman Garden Phase 2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,2.1 Crore,5 Marla,5,6,For Sale,,,2,1,1,True,True,True,True,True,False,False,True,True,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_5_marla_brand_new_double_story_house_for_sale_in_al_rehman_garden_phase_2-52511440-4506-1.html
16 Marla House For Sale In Al Rehman Garden Phase 2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,4.85 Crore,16 Marla,4,5,For Sale,,,2,0,0,False,False,True,True,True,False,False,True,False,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_16_marla_house_for_sale_in_al_rehman_garden_phase_2-52668780-4506-1.html
6 Marla Brand New House For Sale On Reasonable Price With 6 Bed Rooms,"Al Rehman Phase 2 - Block J, Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,2.2 Crore,6 Marla,6,6,For Sale,,2025.0,2,0,1,False,False,True,True,True,False,False,False,True,https://www.zameen.com/Property/al_rehman_garden_phase_2_al_rehman_phase_2_-_block_j_6_marla_brand_new_house_for_sale_on_reasonable_price_with_6_bed_rooms-52770471-12995-1.html
5 marla 2.5 story corner and facing park house for sale in Al Rehman Garden Phase 2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,1.65 Crore,5 Marla,6,6,For Sale,,2024.0,2,1,1,True,True,True,True,True,False,False,True,True,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_5_marla_2_5_story_corner_and_facing_park_house_for_sale_in_al_rehman_garden_phase_2-52783348-4506-1.html
3 Marla Used House For Sale In N Block Al Rehman Garden Phase 2,"Al Rehman Garden Phase 2, Al Rehman Garden, Lahore, Punjab",House,92 Lakh,3 Marla,3,4,For Sale,,,2,2,1,True,False,True,True,True,True,False,True,True,https://www.zameen.com/Property/al_rehman_garden_al_rehman_garden_phase_2_3_marla_used_house_for_sale_in_n_block_al_rehman_garden_phase_2-52402131-4506-1.html
5 Marla House For Sale In Eastern Block Bahria Orchard Lahore,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",House,1.55 Crore,5 Marla,3,5,For Sale,,,0,0,0,False,False,True,True,True,True,True,True,False,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_5_marla_house_for_sale_in_eastren_block_bahria_orchard_lahore-52553125-8239-1.html
5 Marla House For Sale In BB Block Block Bahria Town Lahore,"Bahria Town - Block BB, Bahria Town - Sector D, Bahria Town, Lahore, Punjab",House,1.9 Crore,5 Marla,3,5,For Sale,,,0,0,0,True,False,True,True,True,True,True,True,False,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_bb_5_marla_house_for_sale_in_bb_block_block_bahria_town_lahore-52553063-1798-1.html
PREMIUM TOWNHOUSE ON EASY INSTALLMENTS AT PINE AVENUE ROAD,"Pine Avenue, Lahore, Punjab",House,79 Lakh,4 Marla,2,2,For Sale,2025-07-30,2025.0,1,0,0,False,False,False,True,True,False,False,True,False,https://www.zameen.com/Property/lahore_pine_avenue_premium_townhouse_on_easy_installments_at_pine_avenue_road-52813672-14395-1.html
"DHA Phase 7, 01 Kanal, 05 Bed, Fully Furnished Luxurious House For Sale.","DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.25 Crore,1 Kanal,5,6,For Sale,2025-07-26,,2,1,1,False,False,False,True,True,True,False,True,False,https://www.zameen.com/Property/dha_defence_dha_phase_7_dha_phase_7_01_kanal_05_bed_fully_furnished_luxurious_house_for_sale-52832182-1450-1.html
"DHA Phase 6, 02 Kanal, 05 Bed, Fully Furnished Luxurious House For Sale","DHA Phase 6, DHA Defence, Lahore, Punjab",House,14.75 Crore,2 Kanal,-,-,For Sale,2025-07-26,,2,1,1,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_phase_6_02_kanal_05_bed_fully_furnished_luxurious_house_for_sale-52800298-1448-1.html
"DHA Phase 6, 01 Kanal, 05 Bed, Fully Furnished Luxurious House For Sale.","DHA Phase 6, DHA Defence, Lahore, Punjab",House,8.75 Crore,1 Kanal,5,-,For Sale,2025-07-26,,3,1,1,False,False,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_6_dha_phase_6_01_kanal_05_bed_fully_furnished_luxurious_house_for_sale-52832032-1448-1.html
"DHA Phase 3, Block XX, 05 Marla, 03 Bed, Luxurious House For Sale.","DHA Phase 3 - Block XX, DHA Phase 3, DHA Defence, Lahore, Punjab",House,2.9 Crore,5 Marla,3,3,For Sale,2025-07-26,,1,1,0,False,False,False,True,True,True,False,True,False,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_xx_dha_phase_3_block_xx_05_marla_03_bed_luxurious_house_for_sale-52832115-1586-1.html
Original Pics One Kanal Beautiful Modern Bungalow Available For Sale In DHA Phase 6 Lahore L Block Near DHA RAYA,"DHA Phase 6 - Block L, DHA Phase 6, DHA Defence, Lahore, Punjab",House,8.25 Crore,1 Kanal,5,6,For Sale,,2023.0,3,2,2,False,False,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_original_pics_one_kanal_beautiful_modern_bungalow_available_for_sale_in_dha_phase_6_lahore_l_block_near_dha_raya-52204538-1620-1.html
6 Marla Saffari Homes For Sale In Sector B Bahria Town Lahore,"Bahria Town - Sector B, Bahria Town, Lahore, Punjab",House,1.9 Crore,8 Marla,3,4,For Sale,,2022.0,2,0,0,False,False,True,True,True,True,True,True,False,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_b_6_marla_saffari_homes_for_sale_in_sector_b_bahria_town_lahore-52554360-1772-1.html
"Askari 05, 12 Marla, 4 Bed, Luxury House For Sale.","Askari 5, Askari, Lahore, Punjab",House,7 Crore,12 Marla,4,4,For Sale,,,1,1,1,False,False,False,True,True,True,False,True,False,https://www.zameen.com/Property/askari_askari_5_askari_05_12_marla_4_bed_luxury_house_for_sale-52591954-3559-1.html
"Askari 11, Sector A, 10 Marla, 3 Bed, Facing Park Luxury House For Sale","Askari 11 - Sector A, Askari 11, Askari, Lahore, Punjab",House,4.4 Crore,10 Marla,3,4,For Sale,,,1,1,1,False,False,False,True,True,True,False,True,False,https://www.zameen.com/Property/askari_11_askari_11_-_sector_a_askari_11_sector_a_10_marla_3_bed_facing_park_luxury_house_for_sale-52591810-15701-1.html
LUXURY 1 KANAL BRAND NEW HOUSE AVAILABE FOR SALE IN DHA PHASE 6 LAHORE.,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,9.7 Crore,1 Kanal,5,6,For Sale,,,2,0,0,True,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxury_1_kanal_brand_new_house_availabe_for_sale_in_dha_phase_6_lahore-52795921-1448-1.html
1 KANAL FURNISHED HOUSE WITH BASEMENT FOR SALE IN DHA PHASE 5 LAHORE,"DHA Phase 5, DHA Defence, Lahore, Punjab",House,8.5 Crore,1 Kanal,5,6,For Sale,,,2,0,0,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_furnished_house_with_basement_for_sale_in_dha_phase_5_lahore-52809986-1447-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,"DHA Phase 7 - Block Q, DHA Phase 7, DHA Defence, Lahore, Punjab",House,6.75 Crore,1 Kanal,5,6,For Sale,2025-07-25,2024.0,2,1,2,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_q_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52245140-1624-1.html
5 Marla Beautifully designed Slightly Used house For Sale And Direct Meeting With Owner In Park View City Lahore.,"Park View City, Lahore, Punjab",House,2 Crore,5 Marla,4,4,For Sale,2025-07-30,,2,0,0,False,False,False,False,True,False,False,True,False,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_designed_slightly_used_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52824547-1466-1.html
5 Marla Brand New A Plus Solid Constructed house For Sale And Direct Meeting With Owner In Park View City Lahore.,"Park View City, Lahore, Punjab",House,2.1 Crore,5 Marla,4,4,For Sale,2025-07-29,,2,0,0,False,False,False,False,True,False,False,True,False,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_a_plus_solid_constructed_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52824545-1466-1.html
5 Marla Brand New Corner house For Sale And Direct Meeting With Owner In Park View City Lahore.,"Park View City, Lahore, Punjab",House,2.35 Crore,5 Marla,4,4,For Sale,2025-07-29,2025.0,2,0,1,False,False,False,True,True,True,False,True,False,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_corner_house_for_sale_and_direct_meeting_with_owner_in_park_view_city_lahore-52824544-1466-1.html
1 KANAL ULTRA MODERN LUXURY VILLA FOR SALE IN LOW PRICE NEAR TO CARREFOUR.,"DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.5 Crore,1 Kanal,5,6,For Sale,,2024.0,1,2,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_ultra_modern_luxury_villa_for_sale_in_low_price_near_to_carrefour-52188704-1450-1.html
25 MARLA SLIGHTLY USED ULTRA MODERN VILLA FOR SALE NEAR TO PARK.,"DHA Phase 2, DHA Defence, Lahore, Punjab",House,6.95 Crore,1.2 Kanal,5,6,For Sale,,2015.0,1,0,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_2_25_marla_slightly_used_ultra_modern_villa_for_sale_near_to_park-52203527-1444-1.html
Discover Luxury Living In This Meticulously Designed 1 Kanal House In DHA Phase 7,"DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.24 Crore,1 Kanal,6,6,For Sale,2025-07-29,2025.0,2,2,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_7_discover_luxury_living_in_this_meticulously_designed_1_kanal_house_in_dha_phase_7-52594918-1450-1.html
ONE KANAL HOUSE WITH BASEMENT FOR SALE NEAR PARK AT VERY PRIME LOCATION NEAR  DEFENCE RAYA,"DHA Phase 6 - Block E, DHA Phase 6, DHA Defence, Lahore, Punjab",House,7.31 Crore,1 Kanal,5,6,For Sale,,2024.0,2,1,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_e_one_kanal_house_with_basement_for_sale_near_park_at_very_prime_location_near_defence_raya-51417153-1614-1.html
LUXURY BUNGALOW WITH BASEMENT FOR SALE NEAR PARK AT VERY PRIME LOCATION NEAR RAYA IN DHA PHASE 7,"DHA Phase 7 - Block S, DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.15 Crore,1 Kanal,5,6,For Sale,,2024.0,2,1,2,True,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_luxury_bungalow_with_basement_for_sale_near_park_at_very_prime_location_near_raya_in_dha_phase_7-51421503-1626-1.html
ONE KANAL EYE CACTHING BUNGALOW WITH BASEMENT FOR SALE IN DHA PHASE 7 NEAR RAYA GOLF CLUB,"DHA Phase 7 - Block R, DHA Phase 7, DHA Defence, Lahore, Punjab",House,8.25 Crore,1 Kanal,5,6,For Sale,,2024.0,2,1,2,False,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_r_one_kanal_eye_cacthing_bungalow_with_basement_for_sale_in_dha_phase_7_near_raya_golf_club-51421860-1625-1.html
ONE KANAL EYE CACTHING BUNGALOW WITH FULL BASEMENT FOR SALE IN DHA PHASE 6 NEAR RAYA GOLF CLUB,"DHA Phase 6 - Block M, DHA Phase 6, DHA Defence, Lahore, Punjab",House,8.25 Crore,1 Kanal,5,6,For Sale,,2024.0,2,1,2,True,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_m_one_kanal_eye_cacthing_bungalow_with_full_basement_for_sale_in_dha_phase_6_near_raya_golf_club-51422179-1621-1.html
2 Kanal House For sale In Old Officers Colony Lahore,"Old Officers Colony, Saddar, Cantt, Lahore, Punjab",House,15 Crore,2 Kanal,5,6,For Sale,2025-07-30,,2,0,0,False,False,False,True,True,False,False,False,False,https://www.zameen.com/Property/saddar_old_officers_colony_2_kanal_house_for_sale_in_old_officers_colony_lahore-52719945-3656-1.html
5 Marla Brand New House For Sale,"Park View City, Lahore, Punjab",House,2 Crore,5 Marla,4,4,For Sale,,2025.0,2,0,0,False,False,True,True,True,False,False,True,True,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_house_for_sale-52682351-1466-1.html
10 Marla Brand new stylish designer house for sale in bahria orchard eastern block,"Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1, Bahria Orchard, Lahore, Punjab",House,3.5 Crore,10 Marla,5,6,For Sale,2025-07-27,2025.0,2,2,2,False,False,True,True,True,True,True,True,True,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_10_marla_brand_new_stylish_designer_house_for_sale_in_bahria_orchard_eastern_block-52866010-8239-1.html
New House For Sale Bankers Avenue Cooperative Houseing Society,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",House,3.15 Crore,10 Marla,4,4,For Sale,2025-07-25,2023.0,2,1,1,True,False,True,True,True,True,True,True,True,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_new_house_for_sale_bankers_avenue_cooperative_houseing_society-52533198-8325-1.html
7 Marla New House For Sale Bankers Avenue Cooperative Housing Society,"Bankers Avenue Cooperative Housing Society, Lahore, Punjab",House,2.45 Crore,7 Marla,3,3,For Sale,2025-07-30,2022.0,1,1,1,False,False,True,True,True,True,False,True,True,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_7_marla_new_house_for_sale_bankers_avenue_cooperative_housing_society-52534782-8325-1.html
"Hot Location Near to Park, Macdonald and 100 Feet Road 10 Marla Owner Build House for Sale","DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",House,3.75 Crore,10 Marla,4,5,For Sale,2025-07-29,2020.0,2,2,1,False,False,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_hot_location_near_to_park_macdonald_and_100_feet_road_10_marla_owner_build_house_for_sale-52584727-1632-1.html
10 Marla Brand New House Available For Sale In DHA Phase 8,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8, DHA Defence, Lahore, Punjab",House,4.75 Crore,10 Marla,5,6,For Sale,2025-07-30,2025.0,2,2,1,True,False,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_10_marla_brand_new_house_available_for_sale_in_dha_phase_8-52658470-407-1.html
Single Storey 7 Marla House For Sale In Punjab Government Servant Housing Foundation Punjab Government Servant Housing Foundation,"Punjab Government Servant Housing Foundation, Lahore, Punjab",House,1.75 Crore,7 Marla,2,2,For Sale,2025-07-27,,2,1,0,False,False,True,True,True,False,False,True,True,https://www.zameen.com/Property/lahore_punjab_government_servant_housing_foundation_single_storey_7_marla_house_for_sale_in_punjab_government_servant_housing_foundation_punjab_government_servant_housing_foundation-52838995-3027-1.html
Single Storey 5 Marla House Available In Punjab Government Servant Housing Foundation For sale,"Punjab Government Servant Housing Foundation, Lahore, Punjab",House,1.35 Crore,5 Marla,2,2,For Sale,2025-07-27,2012.0,2,1,1,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/lahore_punjab_government_servant_housing_foundation_single_storey_5_marla_house_available_in_punjab_government_servant_housing_foundation_for_sale-52838816-3027-1.html
Two Kanal Duplex House For Two Brothers Z Block Phase 3 DHA Lahore,"DHA Phase 3 - Block Z, DHA Phase 3, DHA Defence, Lahore, Punjab",House,15 Crore,2 Kanal,10,6,For Sale,2025-07-26,2004.0,4,1,2,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_z_two_kanal_duplex_house_for_two_brothers_z_block_phase_3_dha_lahore-51993371-1588-1.html
29 Marla Corner Grey Structure  Dream Gardens  Lahore,"Dream Gardens, Defence Road, Lahore, Punjab",House,5.25 Crore,1.5 Kanal,7,7,For Sale,,2020.0,3,0,0,False,False,True,True,True,True,True,True,False,https://www.zameen.com/Property/defence_road_dream_gardens_29_marla_corner_grey_structure_dream_gardens_lahore-52411348-4393-1.html
ONE KANAL HOUSE WITH BASEMENT AND SWIMMING POOL AT VERY HOT LOCATION NEAR MC DONALDS,"DHA Phase 7 - Block X, DHA Phase 7, DHA Defence, Lahore, Punjab",House,6.75 Crore,1 Kanal,5,6,For Sale,2025-07-30,2024.0,2,1,0,False,False,False,True,False,True,False,True,True,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_x_one_kanal_house_with_basement_and_swimming_pool_at_very_hot_location_near_mc_donalds-51450260-1631-1.html
DHA Phase 4 BB 1 Kanal Home,"DHA Phase 4 - Block BB, DHA Phase 4, DHA Defence, Lahore, Punjab",House,8.5 Crore,1 Kanal,5,6,For Sale,2025-07-30,2024.0,2,1,1,False,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_bb_dha_phase_4_bb_1_kanal_home-52745946-1590-1.html
DHA Phase 7 Y Block Home Brand New,"DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",House,8.5 Crore,1 Kanal,5,6,For Sale,2025-07-30,,2,0,0,False,False,False,True,False,True,False,True,True,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_dha_phase_7_y_block_home_brand_new-52732812-1632-1.html
Luxurious 2 Kanal Bungalow with Pool & Theater for Sale in Prime DHA Lahore Location,"DHA Phase 1, DHA Defence, Lahore, Punjab",House,30 Crore,2 Kanal,6,7,For Sale,,2025.0,2,2,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_1_luxurious_2_kanal_bungalow_with_pool_theater_for_sale_in_prime_dha_lahore_location-52465570-1442-1.html
DHA Phase 5 D Block Home,"DHA Phase 5 - Block D, DHA Phase 5, DHA Defence, Lahore, Punjab",House,3.2 Crore,5 Marla,3,4,For Sale,2025-07-26,,0,0,0,False,False,False,False,False,False,False,False,False,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_d_dha_phase_5_d_block_home-52726553-1601-1.html
2 Kanal POOL THEATER FUUL BASEMENT CLASSIC Design On Top Location Of DHA Lahore,"DHA Phase 2, DHA Defence, Lahore, Punjab",House,29.69 Crore,2 Kanal,7,7,For Sale,,2025.0,2,2,2,True,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_2_2_kanal_pool_theater_fuul_basement_classic_design_on_top_location_of_dha_lahore-52465752-1444-1.html
"2 Kanal Brand New Fully Furnished Bungalow With Full Basement, Theater And Pool For Sale Prime Location Of DHA Phase 5","DHA Phase 5, DHA Defence, Lahore, Punjab",House,27.5 Crore,2 Kanal,6,7,For Sale,,2025.0,2,2,2,True,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_5_2_kanal_brand_new_fully_furnished_bungalow_with_full_basement_theater_and_pool_for_sale_prime_location_of_dha_phase_5-52470112-1447-1.html
1 Kanal Slightly Used Unique Modern Design House For Sale At Prime Location Facing Park In DHA Phase 5 Lahore,"DHA Phase 5, DHA Defence, Lahore, Punjab",House,8.5 Crore,1 Kanal,5,6,For Sale,2025-07-26,2024.0,2,2,2,True,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_slightly_used_unique_modern_design_house_for_sale_at_prime_location_facing_park_in_dha_phase_5_lahore-52470049-1447-1.html
Y 2 Kanal POOL Luxury Brand New House For Sale On Top Location Of Dha Phase 3,"DHA Phase 3, DHA Defence, Lahore, Punjab",House,32 Crore,2 Kanal,5,6,For Sale,2025-07-26,2025.0,2,2,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_3_y_2_kanal_pool_luxury_brand_new_house_for_sale_on_top_location_of_dha_phase_3-52469906-1454-1.html
"2 Kanal Brand New Elegant And Hot Located Bungalow With Full Basement, Swimming Pool And Home Theatre Is Available For Sale","DHA Phase 3, DHA Defence, Lahore, Punjab",House,43 Crore,2 Kanal,6,7,For Sale,,2025.0,2,2,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_3_2_kanal_brand_new_elegant_and_hot_located_bungalow_with_full_basement_swimming_pool_and_home_theatre_is_available_for_sale-52465819-1454-1.html
22 Marla Near to Commercial Luxury Modern Design Bungalow for Sale,"DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.35 Crore,1.1 Kanal,5,6,For Sale,2025-07-26,2025.0,2,0,0,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_7_22_marla_near_to_commercial_luxury_modern_design_bungalow_for_sale-52745186-1450-1.html
01 KANAL AESTHETICALLY BEAUTIFUL HOUSE FOR SALE IN DHA PHASE 7,"DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.6 Crore,1 Kanal,5,6,For Sale,,2025.0,2,2,2,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_7_01_kanal_aesthetically_beautiful_house_for_sale_in_dha_phase_7-52478952-1450-1.html
1 KANAL SPANISH AESTHETICALLY DESIGNED HOUSE FOR SALE IN DHA PHASE 7,"DHA Phase 7, DHA Defence, Lahore, Punjab",House,7.5 Crore,1 Kanal,5,6,For Sale,2025-07-26,2025.0,2,2,2,False,True,True,True,True,True,False,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_spanish_aesthetically_designed_house_for_sale_in_dha_phase_7-52479092-1450-1.html
One Kanal Used Modern Design Bungalow For Sale At Prime Location Of DHA Lahore Near To Park & Commercial Market,"DHA Phase 4 - Block EE, DHA Phase 4, DHA Defence, Lahore, Punjab",House,6.1 Crore,1 Kanal,5,6,For Sale,2025-07-30,2015.0,2,2,1,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_ee_one_kanal_used_modern_design_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_commercial_market-51613001-1593-1.html
1 Kanal Full Basement Modern Bungalow for sale in Phase 6 DHA,"DHA Phase 6, DHA Defence, Lahore, Punjab",House,9.25 Crore,1 Kanal,6,6,For Sale,2025-07-25,2022.0,2,2,2,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_full_basement_modern_bungalow_for_sale_in_phase_6_dha-51232787-1448-1.html
10 Marla Well Maintained Modern Bungalow For Sale In Phase 5,"DHA Phase 5, DHA Defence, Lahore, Punjab",House,5.7 Crore,10 Marla,4,4,For Sale,2025-07-28,2021.0,1,1,1,True,True,True,True,True,True,True,True,True,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_well_maintained_modern_bungalow_for_sale_in_phase_5-51330488-1447-1.html
8 MARLA BRAND NEW HOUSE FOR SALE IN MILITARY ACCOUNTS HOUSING SOCIETY COLLEGE ROAD,"Military Accounts Housing Society, Lahore, Punjab",House,2.95 Crore,8 Marla,6,7,For Sale,,2025.0,0,0,0,False,False,True,True,True,False,False,True,False,https://www.zameen.com/Property/lahore_military_accounts_housing_society_8_marla_brand_new_house_for_sale_in_military_accounts_housing_society_college_road-52597449-781-1.html
